date,order_quantity,delivery_distance,weather_impact,is_holiday,is_promotion,delivery_time,satisfaction,day_of_week,geo_cluster_encoded,_demand_intensity,_time_pattern,_weekly_rhythm,_monthly_rhythm
2026-02-14,69,111,0,1,0,6,4.2,5,2,0.4016190764260652,0.133092337361636,0.9597743943531909,-0.6208519948432425
2026-02-15,28,45,1,1,0,11,3.5,6,0,0.14476908879022118,0.13739400061980112,0.901261045545946,-0.6499859230536447
2026-02-16,47,81,0,1,0,11,4.9,0,1,0.14853618339714061,0.1417530382586082,0.8187008543658277,-0.6781943358146663
2026-02-17,64,50,0,0,0,5,4.9,1,0,0.2673122822770018,0.14616876055674755,0.7142966364270181,-0.7054370671459522
2026-02-18,64,105,0,0,0,10,3.5,2,2,0.2665058948831771,0.150640468823816,0.5908340350059633,-0.7316753261016767
2026-02-19,37,87,2,0,0,17,3.3,3,1,0.2016844401116823,0.15516745551086875,0.4516071963768978,-0.7568717520049895
2026-02-20,70,71,0,0,0,5,4.6,4,1,0.5191348577625704,0.1597490043223735,0.30033087761175004,-0.7809904676459168
2026-02-21,14,49,0,1,0,7,4.6,5,0,0.012576968831467986,0.16438439032954827,0.1410413319249154,-0.8039971303669393
2026-02-22,46,45,0,1,0,12,4.0,6,0,0.23005953211192406,0.16907288008506594,-0.02201138392622085,-0.8258589809635414
2026-02-23,4,59,0,0,0,4,5.0,0,0,0.08916247674529962,0.17381373173910442,-0.1844768068034892,-0.8465448903300602
2026-02-24,49,52,0,0,0,4,5.0,1,0,0.5437183231209585,0.1786061951567302,-0.34202014332566905,-0.8660254037844377
2026-02-25,21,76,0,0,1,8,4.3,2,1,0.3380641675028336,0.1834495120365892,-0.4904379279164239,-0.8842727830087764
2026-02-26,0,108,0,0,0,6,3.9,3,2,0.22099377678765253,0.18834291603089148,-0.6257701768518006,-0.9012610455459446
2026-02-27,4,89,1,0,0,11,3.8,4,1,0.12232166966906016,0.1932856328666689,-0.7444060458884167,-0.9169660017960127
2026-02-28,36,75,1,1,0,13,4.2,5,1,0.32715774615691906,0.19827688046828668,-0.8431801723862224,-0.9313652894598532
2026-03-01,0,101,0,1,1,7,4.4,6,2,0.09997482682028871,0.20331586908118954,-0.9194571313902069,-0.9444384053808288
2026-03-02,11,111,1,1,0,19,2.8,0,2,0.33759203987394115,0.20840180139686304,-0.9712017522703746,-0.9561667347392505
2026-03-03,46,111,0,0,1,8,5.0,1,2,0.5828544730774738,0.2135338726789897,-0.9970334197786899,-0.9665335775580407
2026-03-04,47,83,1,0,0,16,4.4,2,1,0.5490326088038333,0.21871127089078107,-0.9962629106985543,-0.9755241724818379
2026-03-05,0,53,0,0,1,9,4.5,3,0,0.1444002153105774,0.22393317682346447,-0.9689107832361487,-0.983125717795704
2026-03-06,56,58,0,0,0,8,3.8,4,0,0.5397886850088234,0.22919876422590457,-0.9157068285001719,-0.9893273896534932
2026-03-07,0,101,2,1,0,19,2.9,5,2,0.049103914238015904,0.23450719993533975,-0.8380705987052285,-0.9941203574899389
2026-03-08,12,43,1,1,0,10,4.1,6,0,0.2269298672078842,0.2398576440092104,-0.738073531632339,-0.9974977965944997
2026-03-09,13,53,0,0,0,4,4.4,0,0,0.1507116244682386,0.2452492498580633,-0.6183836819162126,-0.9994548978290693
2026-03-10,7,74,0,0,0,1,5.0,1,1,0.0397742668078514,0.25068116437950405,-0.48219453380205407,-0.9999888744757142
2026-03-11,45,72,0,0,0,5,4.3,2,1,0.41995867755191874,0.2561525280931825,-0.33313979474206107,-0.9990989662046815
2026-03-12,42,89,0,0,0,9,4.5,3,1,0.4703209324057288,0.26166247527678604,-0.17519644325186914,-0.9967864401570344
2026-03-13,82,41,0,1,0,3,4.7,4,0,0.45932256242566094,0.2672101341030212,-0.012578617838737711,-0.993054589140368
2026-03-14,45,48,0,1,0,4,5.0,5,0,0.2928697416440324,0.27279462677756094,0.15037482181392947,-0.9879087269401781
2026-03-15,57,79,1,1,0,15,3.7,6,1,0.3253208111970423,0.2784150696779366,0.3093160613888653,-0.9813561807535598
2026-03-16,95,116,0,0,0,13,4.2,0,2,0.608299740483025,0.28407057349335096,0.46000433739861074,-0.9734062807560033
2026-03-17,48,100,0,0,0,14,3.9,1,2,0.227995917813659,0.2897602433653924,0.5984190863909294,-0.9640703468161517
2026-03-18,68,112,0,0,0,13,4.3,2,2,0.3285833899501695,0.2954831790296266,0.7208672189245799,-0.9533616723774296
2026-03-19,49,105,0,1,1,12,4.2,3,2,0.188908839828141,0.301238474958043,0.8240816561033621,-0.941295505529504
2026-03-20,91,83,0,0,0,7,4.2,4,1,0.4759491652842039,0.3070252205023355,0.9053084995825965,-0.9278890272965106
2026-03-21,84,45,0,1,0,2,5.0,5,0,0.46195246754850827,0.3128425000379904,0.9623805092366343,-0.9131613271729837
2026-03-22,77,87,1,1,0,14,4.0,6,1,0.33552196724204514,0.31868939310916633,0.9937749280054233,-0.897133375942315
2026-03-23,60,75,1,0,0,11,3.8,0,1,0.2913305263540643,0.32456497457433453,0.9986541110764566,-0.8798279958164309
2026-03-24,63,67,0,0,0,7,5.0,1,1,0.3010360813901332,0.33046831475266214,0.9768878753614927,-0.8612698279392311
2026-03-25,60,76,0,0,0,5,4.9,2,1,0.32719066890772697,0.3363984795711139,0.9290569729543616,-0.8414852973000512
2026-03-26,39,78,0,0,0,11,3.8,3,1,0.06764099286707154,0.3423545307122484,0.8564375958933499,-0.8205025751070891
2026-03-27,46,55,1,0,1,9,4.7,4,0,0.33280396452018296,0.34833552576268634,0.7609673256616702,-0.7983515386744061
2026-03-28,90,73,1,1,0,13,4.2,5,1,0.5689403837780267,0.354340518362226,0.6451934359386939,-0.7750637288796026
2026-03-29,44,43,0,1,0,5,5.0,6,0,0.16873682327409087,0.36036855835358456,0.5122049279531119,-0.7506723052527261
2026-03-30,63,114,0,0,1,16,4.4,0,2,0.32347850774297826,0.3664186919327389,0.36555011182522634,-0.7252119987603974
2026-03-31,51,43,1,0,0,15,2.6,1,0,0.25951423642259236,0.3724899617998443,0.20914193293757158,-0.6987190623523684
2026-04-01,54,49,0,0,0,11,5.0,2,0,0.21073410761815942,0.37858140731070633,0.04715356935230647,-0.6712312193409045
2026-04-02,86,79,0,0,0,5,4.7,3,1,0.44543893158488235,0.3846920646287798,-0.11609291412523294,-0.642787609686542
2026-04-03,42,81,2,0,0,17,3.3,4,1,0.19252517781702655,0.3908209668776771,-0.2762418843790667,-0.6134287342666627
2026-04-04,45,76,1,1,0,11,4.2,5,1,0.4215730229751968,0.39696714429415353,-0.4290203540623224,-0.583196397206275
2026-04-05,31,45,0,1,0,6,5.0,6,0,0.3147556062634345,0.4031296243815509,-0.5703519905779006,-0.5521336463530729
2026-04-06,19,81,0,0,0,9,4.3,0,1,0.08917514806890406,0.4093074320636742,-0.6964658780492237,-0.5202847119815796
2026-04-07,0,45,0,0,0,2,4.6,1,0,0.18139749745536848,0.41549958983907515,-0.8039971303669358,-0.48769494381363615
2026-04-08,24,103,0,0,1,8,4.1,2,2,0.2888520759798477,0.4217051179357208,-0.8900766708219039,-0.45441074644488005
2026-04-09,14,116,0,0,0,8,4.0,3,2,0.19122046404901066,0.4279230344660205,-0.9524077828844512,-0.4204795132692148
2026-04-10,28,82,0,1,0,0,4.4,4,1,0.25463202598101103,0.4341523555821878,-0.9893273896534939,-0.38594955899533023
2026-04-11,29,58,1,1,0,7,3.2,5,0,0.26260915795931455,0.4403920956319129,-0.9998504269583006,-0.35087005085133305
2026-04-12,9,113,1,1,0,19,3.8,6,2,0.1868577020761625,0.4466412673143201,-0.983696126179611,-0.3152909385755027
2026-04-13,7,43,0,1,0,8,5.0,0,0,0.1235656832485277,0.4528988818361864,-0.9412955055295037,-0.2792628832928314
2026-04-14,40,80,0,0,0,12,5.0,1,1,0.3590902667010948,0.4591639490683966,-0.8737798699127274,-0.24283718537858956
2026-04-15,0,44,0,0,0,7,4.2,2,0,0.007247912732123117,0.46543547770260757,-0.7829506262084683,-0.20606571141169605
2026-04-16,40,101,0,0,0,7,4.5,3,2,0.22541229173963975,0.4717124754081036,-0.6712312193409063,-0.16900082032185018
2026-04-17,51,47,0,0,0,2,5.0,4,0,0.3682584032090778,0.4779939489888089,-0.5416024715481912,-0.1316952888356258
2026-04-18,61,84,0,1,0,4,5.0,5,1,0.47005375734757493,0.4842789045404394,-0.3975230500839109,-0.09420223632762956
2026-04-19,45,111,1,1,0,15,3.8,6,2,0.23340795938545686,0.4905663476077662,-0.24283718537859536,-0.05657504918379321
2026-04-20,78,73,0,0,0,9,4.4,0,1,0.604550623924786,0.4968552833419658,-0.08167210186321157,-0.018867304784469054
2026-04-21,33,47,2,0,0,12,4.0,1,0,0.11161825582150756,0.5031447166580335,0.08167210186320523,0.01886730478446403
2026-04-22,58,109,2,0,1,23,2.3,2,2,0.29180063638815756,0.5094336523922331,0.2428371853785892,0.05657504918379175
2026-04-23,67,71,0,0,0,10,4.7,3,1,0.24367885033200437,0.5157210954595599,0.3975230500839051,0.09420223632762455
2026-04-24,53,83,0,0,0,7,4.8,4,1,0.09117290073823889,0.5220060510111904,0.5416024715481857,0.13169528883562082
2026-04-25,75,48,2,1,0,12,3.4,5,0,0.34238261216894417,0.5282875245918957,0.6712312193409016,0.1690008203218487
2026-04-26,82,73,2,1,0,23,3.2,6,1,0.2613583638874165,0.5345645222973917,0.7829506262084643,0.20606571141169114
2026-04-27,59,72,0,0,0,8,4.6,0,1,0.10545421749979744,0.5408360509316033,0.8737798699127243,0.24283718537858467
2026-04-28,79,55,0,0,1,12,4.1,1,0,0.33941958951777684,0.547101118163813,0.9412955055295015,0.27926288329282656
2026-04-29,62,48,0,0,0,6,4.7,2,0,0.06674404650508572,0.5533587326856793,0.9836961261796098,0.31529093857550133
2026-04-30,83,115,2,0,0,23,2.0,3,2,0.39484478584956023,0.5596079043680864,0.9998504269583005,0.35087005085132833
2026-05-01,54,57,0,1,0,3,5.0,4,0,0.17015973446901886,0.5658476444178115,0.9893273896534949,0.38594955899532557
2026-05-02,122,55,0,1,0,6,5.0,5,0,0.6912093386389426,0.5720769655339788,0.952407782884453,0.42047951326921346
2026-05-03,63,77,1,1,0,9,3.7,6,1,0.17016504307163668,0.5782948820642785,0.8900766708219068,0.4544107464448756
2026-05-04,74,97,0,0,0,7,4.2,0,2,0.25965807209419905,0.5845004101609241,0.8039971303669395,0.48769494381363176
2026-05-05,73,51,0,0,0,8,4.2,1,0,0.34085924943352575,0.5906925679363251,0.696465878049218,0.5202847119815783
2026-05-06,77,90,0,0,0,9,4.5,2,1,0.1936145912070428,0.5968703756184484,0.5703519905779059,0.5521336463530687
2026-05-07,80,49,1,0,0,10,4.1,3,0,0.4421189571746821,0.6030328557058457,0.4290203540623282,0.583196397206271
2026-05-08,64,40,0,1,0,3,5.0,4,0,0.2918146343826823,0.6091790331223222,0.2762418843790728,0.6134287342666614
2026-05-09,42,46,0,1,0,4,5.0,5,0,0.0431616328618451,0.6153079353712195,0.11609291412522514,0.6427876096865381
2026-05-10,24,109,0,1,0,14,4.7,6,2,0.08526285170391149,0.6214185926892934,-0.047153569352300105,0.6712312193409008
2026-05-11,58,44,0,0,0,6,4.8,0,0,0.47376583548934953,0.627510038200155,-0.20914193293756536,0.6987190623523647
2026-05-12,52,37,0,0,0,1,4.5,1,0,0.2739533039710695,0.6335813080672604,-0.3655501118252204,0.7252119987603964
2026-05-13,37,79,0,0,0,11,5.0,2,1,0.23739520744884943,0.6396314416464148,-0.5122049279531186,0.7506723052527228
2026-05-14,32,106,0,0,0,16,4.1,3,2,0.2670788820929144,0.6456594816377733,-0.645193435938689,0.7750637288795994
2026-05-15,28,58,1,0,0,12,4.0,4,0,0.1034879707346583,0.651664474237313,-0.7609673256616661,0.7983515386744052
2026-05-16,25,80,1,1,0,16,4.0,5,1,0.22795113216234186,0.6576454692877509,-0.8564375958933466,0.8205025751070862
2026-05-17,33,52,0,1,0,9,4.6,6,0,0.2627333305254055,0.6636015204288854,-0.9290569729543645,0.8414852973000484
2026-05-18,69,79,0,0,0,4,5.0,0,1,0.6891140409001313,0.6695316852473372,-0.9768878753614912,0.8612698279392303
2026-05-19,37,80,0,1,0,14,4.5,1,1,0.2505649400674639,0.6754350254256648,-0.9986541110764563,0.8798279958164285
2026-05-20,47,71,1,0,0,16,4.2,2,1,0.24464969297662237,0.681310606890833,-0.9937749280054241,0.8971333759423128
2026-05-21,19,44,0,0,0,6,4.9,3,0,0.2767384149382149,0.6871574999620089,-0.9623805092366322,0.913161327172983
2026-05-22,39,55,0,0,0,5,4.7,4,0,0.27220512050485735,0.6929747794976638,-0.9053084995825992,0.9278890272965087
2026-05-23,44,51,0,1,0,1,4.9,5,0,0.22994845690931623,0.6987615250419563,-0.8240816561033658,0.9412955055295024
2026-05-24,54,48,0,1,0,4,4.7,6,0,0.42570532098434083,0.7045168209703727,-0.7208672189245843,0.9533616723774282
2026-05-25,30,52,0,0,1,7,4.0,0,0,0.22271118741639412,0.7102397566346069,-0.5984190863909231,0.9640703468161503
2026-05-26,74,112,0,0,0,9,4.0,1,2,0.4773689304451496,0.7159294265066485,-0.4600043373986164,0.9734062807560021
2026-05-27,60,119,0,0,0,12,4.7,2,2,0.23101298651698982,0.7215849303220627,-0.30931606138887136,0.9813561807535588
2026-05-28,84,110,1,0,0,14,3.2,3,2,0.43144353619464987,0.7272053732224384,-0.15037482181393574,0.9879087269401778
2026-05-29,79,104,0,0,0,10,4.3,4,2,0.38687976021019077,0.7327898658969783,0.012578617838745552,0.9930545891403675
2026-05-30,64,79,0,1,0,5,4.2,5,1,0.20867813507832503,0.7383375247232133,0.17519644325186287,0.996786440157034
2026-05-31,47,113,0,1,0,7,4.4,6,2,0.09002499819996725,0.7438474719068169,0.333139794742055,0.9990989662046814
2026-06-01,120,54,0,0,0,8,4.5,0,0,0.6038569167009646,0.7493188356204954,0.48219453380204846,0.999988874475714
2026-06-02,86,71,0,0,0,7,4.4,1,1,0.22652332523012098,0.7547507501419362,0.6183836819162188,0.9994548978290694
2026-06-03,77,81,0,0,0,8,3.9,2,1,0.3042970610133372,0.7601423559907889,0.7380735316323347,0.9974977965944998
2026-06-04,81,75,0,0,0,7,4.5,3,1,0.16462586137498683,0.7654928000646597,0.8380705987052249,0.9941203574899394
2026-06-05,87,107,0,0,0,20,3.5,4,2,0.1823972362349482,0.7708012357740949,0.9157068285001694,0.989327389653494
2026-06-06,120,54,0,1,0,9,4.2,5,0,0.4766491048877699,0.776066823176535,0.9689107832361507,0.9831257177957049
2026-06-07,116,53,0,1,0,9,4.9,6,0,0.5264086385938195,0.7812887291092183,0.9962629106985539,0.975524172481839
2026-06-08,92,106,1,0,0,15,4.2,0,2,0.36092031234155697,0.7864661273210097,0.9970334197786904,0.966533577558042
2026-06-09,84,49,0,0,0,8,3.9,1,0,0.2509553296201303,0.7915981986031364,0.9712017522703761,0.9561667347392521
2026-06-10,92,77,0,0,1,8,5.0,2,1,0.3835316726535463,0.79668413091881,0.9194571313902038,0.9444384053808292
2026-06-11,82,124,0,0,0,11,4.2,3,2,0.19591171866205373,0.8017231195317127,0.8431801723862259,0.931365289459855
2026-06-12,88,81,0,1,0,15,3.9,4,1,0.2976150813463317,0.8067143671333306,0.744406045888421,0.9169660017960147
2026-06-13,93,75,0,1,0,11,4.0,5,1,0.13237350274514814,0.811657083969108,0.6257701768518055,0.9012610455459451
2026-06-14,77,56,0,1,1,8,4.6,6,0,0.12631168044090502,0.8165504879634102,0.49043792791641705,0.8842727830087788
2026-06-15,96,56,1,1,1,9,5.0,0,0,0.35476652265808534,0.8213938048432692,0.34202014332567504,0.8660254037844403
2026-06-16,84,118,0,0,0,9,3.7,1,2,0.3219807096428471,0.826186268260895,0.18447680680349546,0.846544890330061
2026-06-17,70,90,0,0,0,10,3.5,2,1,0.310809260614259,0.830927119914934,0.022011383926227215,0.8258589809635442
2026-06-18,57,83,1,0,1,12,4.0,3,1,0.22661352635262422,0.8356156096704512,-0.14104133192492316,0.8039971303669423
2026-06-19,62,48,2,0,0,17,3.4,4,0,0.3116613226660596,0.8402509956776261,-0.300330877611744,0.7809904676459177
2026-06-20,48,48,0,1,0,7,4.6,5,0,0.17217359051439798,0.8448325444891307,-0.4516071963768921,0.7568717520049928
2026-06-21,34,108,0,1,0,11,4.7,6,2,0.041466975212824844,0.8493595311761835,-0.5908340350059582,0.7316753261016802
2026-06-22,51,47,0,0,0,8,4.0,0,0,0.2761974130074415,0.8538312394432519,-0.7142966364270236,0.7054370671459558
2026-06-23,28,86,0,0,1,9,4.0,1,1,0.09425356031693806,0.8582469617413914,-0.8187008543658241,0.6781943358146674
2026-06-24,55,50,0,0,0,3,4.9,2,0,0.4118445340829866,0.8626059993801984,-0.9012610455459432,0.6499859230536486
2026-06-25,56,84,0,0,0,9,5.0,3,1,0.5157009792685964,0.8669076626383636,-0.9597743943531891,0.6208519948432464
2026-06-26,95,113,1,1,0,18,3.8,4,2,0.6342283268293691,0.8711512708728043,-0.9926796868835207,0.5908340350059589
2026-06-27,68,74,0,1,0,11,4.7,5,1,0.27170217319000567,0.8753361526263619,-0.9990989662046817,0.5599747861375972
2026-06-28,47,41,0,1,0,5,4.2,6,0,0.16115555595365097,0.8794616457340441,-0.9788609574138623,0.5283181887460542
2026-06-29,38,73,0,0,0,6,4.9,0,1,0.3019616530585536,0.883527097427799,-0.9325056374797075,0.4959093186843902
2026-06-30,54,107,1,1,0,19,2.9,1,2,0.24747616586330073,0.8875318644398007,-0.861269827939229,0.4627943229673007
2026-07-01,62,80,0,0,0,10,5.0,2,1,0.2773672197869529,0.8914753131042314,-0.7670541948556033,0.4290203540623292
2026-07-02,70,106,0,0,0,16,3.7,3,2,0.47222499596045936,0.8953568194575467,-0.6523725365217937,0.39463550274944137
2026-07-03,57,83,0,0,0,9,4.1,4,1,0.21903951367592533,0.8991757693372028,-0.5202847119815791,0.3596887296445373
2026-07-04,55,107,0,1,0,8,3.8,5,2,0.25130404126245265,0.9029315584788344,-0.3743149999240158,0.3242297954843736
2026-07-05,68,81,0,1,0,13,4.4,6,1,0.13449891422559376,0.9066235926118662,-0.2183580662446526,0.2883091902722255
2026-07-06,73,50,0,0,1,4,4.8,0,0,0.2575375190463321,0.9102512875535436,-0.05657504918379615,0.2519780613851266
2026-07-07,97,58,0,0,0,8,5.0,1,0,0.5758311543371692,0.9138140693013653,0.10671746537135864,0.21528814074509278
2026-07-08,78,45,0,0,0,6,5.0,2,0,0.17478898807467766,0.9173113741239084,0.26716261613452447,0.17829167115797953
2026-07-09,113,121,0,0,0,14,3.9,3,2,0.4404393990716352,0.9207426486500248,0.42047951326920757,0.1410413319249205
2026-07-10,88,107,0,0,1,11,4.8,4,2,0.23996872315505707,0.9241073499564009,0.5625774582184339,0.10359016383224157
2026-07-11,115,73,0,1,0,4,4.1,5,1,0.4457504855829945,0.9274049456534628,0.6896650889782616,0.06599149362662386
2026-07-12,109,48,0,1,0,4,4.4,6,0,0.41814573239418396,0.9306349139696151,0.7983515386744078,0.02829885808311901
2026-07-13,71,66,0,0,0,11,4.5,0,0,0.12477872464880943,0.9337967438338006,0.8857369083965259,-0.009434072225894735
2026-07-14,111,114,0,0,0,14,3.7,1,2,0.4135696874278296,0.9368899349563642,0.9494896403548121,-0.047153569352302555
2026-07-15,86,83,2,0,0,25,3.2,2,1,0.08552216071945434,0.9399139979082145,0.987908726940178,-0.08480592447550853
2026-07-16,81,53,0,0,0,3,5.0,3,0,0.10238495285184403,0.9428684541982646,0.9999690958677468,-0.12233752437845545
2026-07-17,103,76,0,0,0,9,4.4,4,1,0.22850508874050057,0.9457528363491419,0.9853489604676178,-0.1596949277875466
2026-07-18,122,51,0,1,0,11,4.1,5,0,0.5466614162505907,0.948566687971157,0.9444384053808302,-0.19682494146770152
2026-07-19,102,50,2,1,0,15,3.2,6,0,0.35108503224370974,0.9513095638345168,0.8783289785827689,-0.23367469596425097
2026-07-20,91,89,1,0,0,14,3.5,0,1,0.13941057604626686,0.9539810299397729,0.7887845674326297,-0.27019172088377963
2026-07-21,74,49,0,0,0,5,4.9,1,0,0.05369951548994858,0.9565806635864915,0.6781943358146721,-0.3063240196067799
2026-07-22,98,108,0,0,0,11,3.8,2,2,0.3806987361056626,0.9591080534401368,0.5495089780708096,-0.34202014332566755
2026-07-23,98,44,0,0,1,7,4.8,3,0,0.2794224044294483,0.961562799597156,0.4061619905544731,-0.3772292643027677
2026-07-24,79,50,0,0,0,1,5.0,4,0,0.3066911814390244,0.9639445136482545,0.2519780613851225,-0.4119012482439895
2026-07-25,78,51,1,1,0,16,2.7,5,0,0.34303308364673246,0.9662528187398536,0.09107102268664874,-0.4459867256850751
2026-07-26,66,103,0,1,0,8,4.0,6,2,0.47611454437072104,0.968487349633719,-0.07226591192058258,-0.4794371622888079
2026-07-27,62,82,0,0,0,3,4.6,0,1,0.2554704259647891,0.9706477527647516,-0.23367469596425156,-0.5122049279531116
2026-07-28,100,81,1,0,1,15,4.0,1,1,0.5012006017832084,0.9727336862969316,-0.3888487285913899,-0.5442433646315784
2026-07-29,28,55,1,0,0,9,4.4,2,0,0.15400666296079904,0.9747448201774066,-0.5336477604021155,-0.5755068527698884
2026-07-30,27,56,0,0,0,5,5.0,3,0,0.06323234040516468,0.9766808361887145,-0.6642083608056106,-0.6059508762635458
2026-07-31,77,80,0,0,0,10,3.6,4,1,0.44834545888275384,0.9785414279991353,-0.7770469994822878,-0.6355320858443809
2026-08-01,15,104,0,1,0,12,4.0,5,2,0.10997586339778063,0.9803263012111605,-0.8691529916020001,-0.6642083608056129
2026-08-02,50,105,1,1,0,21,3.0,6,2,0.29980310270744265,0.9820351734080752,-0.938068826896163,-0.6919388689775442
2026-08-03,89,58,1,0,1,10,3.9,0,0,0.5363077304756033,0.983667774198645,-0.9819557392975058,-0.7186841248685356
2026-08-04,51,80,0,0,0,11,4.4,1,1,0.06705426999363957,0.9852238452598984,-0.9996427676622299,-0.7444060458884181
2026-08-05,61,118,0,0,0,15,3.6,2,2,0.3373425781481131,0.9867031403780012,-0.9906579985694314,-0.7690680065743152
2026-08-06,22,52,1,0,1,2,4.1,3,0,0.06163751556213369,0.9881054254872146,-0.9552411575982893,-0.7926348907416826
2026-08-07,43,113,0,0,0,9,4.8,4,2,0.2669105924136806,0.9894304787069307,-0.8943372131310294,-0.8150731414862615
2026-08-08,31,54,0,1,0,2,4.6,5,0,0.014681933127792124,0.9906780903767798,-0.8095711633407447,-0.836350808965775
2026-08-09,42,103,1,1,0,17,3.5,6,2,0.09291290127017372,0.991848063089805,-0.7032046790806823,-0.8564375958933442
2026-08-10,68,111,0,0,0,13,5.0,0,2,0.16208459011388984,0.9929402117236978,-0.5780757595003776,-0.8753049006778125
2026-08-11,52,103,0,0,0,12,5.0,1,2,0.05558771864927384,0.9939543634700889,-0.4375230104569087,-0.8929258581495676
2026-08-12,78,78,1,0,0,13,2.7,2,1,0.3628731421368042,0.9948903578618917,-0.28529656607405113,-0.9092753778138872
2026-08-13,75,53,1,0,0,11,4.0,3,0,0.32618555306964203,0.9957480467986923,-0.12545803018029394,-0.9243301795773068
2026-08-14,136,104,0,0,0,13,5.0,4,2,0.5516768599767246,0.9965272945701837,0.037727892678708616,-0.9380688268961652
2026-08-15,73,52,0,1,0,5,5.0,5,0,0.10991865606237472,0.9972279778776387,0.19990718522479964,-0.9504717573001107
2026-08-16,75,42,0,1,0,8,4.6,6,0,0.21718481039517945,0.9978499858534188,0.3567526884142303,-0.9615213102471244
2026-08-17,70,115,0,0,0,9,5.0,0,2,0.07822097883115157,0.998393220078517,0.5040795557913264,-0.971201752270376
2026-08-18,77,106,0,0,0,9,4.6,1,2,0.1767688055025618,0.9988575945981307,0.6379569107531052,-0.9794992993811159
2026-08-19,106,104,1,0,0,17,4.0,2,2,0.5954379734962468,0.9992430359352612,0.7548127275607955,-0.986402136695714
2026-08-20,115,42,0,0,0,5,4.6,3,0,0.39717268660938093,0.9995494831023407,0.8515291377333104,-0.9919004352588767
2026-08-21,102,107,0,0,0,9,4.6,4,2,0.1055672064555032,0.9997768876108819,0.9255256189216787,-0.9959863660391042
2026-08-22,62,100,0,1,0,12,4.6,5,2,0.031185910555505757,0.9999252134791502,0.9748278466745323,-0.9986541110764563
2026-08-23,79,47,2,1,0,14,3.7,6,0,0.027957961979081927,0.9999944372378571,0.998120372038146,-0.9998998717667489
2026-08-24,105,55,0,0,0,5,4.5,0,0,0.36797659433535934,0.9999845479338735,0.9947817194825854,-0.9997218742703887
2026-08-25,96,49,0,1,0,6,4.5,1,0,0.159129571300425,0.999895547131963,0.9649009686947385,-0.9981203720381464
2026-08-26,146,44,0,0,0,4,3.8,2,0,0.7380869638355531,0.9997274489145347,0.9092753778138922,-0.9950976454502665
2026-08-27,83,111,0,0,0,12,4.2,3,2,0.24369917696780016,0.9994802798794138,0.8293891115250858,-0.9906579985694319
2026-08-28,77,80,0,1,0,8,5.0,4,1,0.17097774059130702,0.9991540791356341,0.72737364157305,-0.9848077530122086
2026-08-29,67,119,0,1,0,11,4.6,5,2,0.08072398199878913,0.9987488982972499,0.6059508762635468,-0.977555238947687
2026-08-30,122,113,0,1,0,12,3.9,6,2,0.4477791997522805,0.9982648014751684,0.46836053633266855,-0.96891078323615
2026-08-31,92,51,0,0,0,9,3.5,0,0,0.19735165471552502,0.9977018652670063,0.3182737148923138,-0.9588866947246505
2026-09-01,78,114,0,0,0,14,4.2,1,2,0.26147296955370153,0.9970601787449698,0.15969492778755143,-0.947497246720431
2026-09-02,90,79,0,0,0,4,5.0,2,1,0.2791904822094437,0.9963398434417601,-0.0031447322077378524,-0.9347586566671515
2026-09-03,68,109,0,0,0,14,4.0,3,2,0.24924642287697085,0.9955409733345099,-0.1659004865687043,-0.920689063052864
2026-09-04,76,58,0,0,0,8,3.8,4,0,0.38880045320267814,0.9946636948267469,-0.3242297954843656,-0.9053084995825982
2026-09-05,46,101,0,1,0,12,4.1,5,2,0.08983097773481848,0.9937081467283946,-0.47390822259044124,-0.8886388666523564
2026-09-06,59,54,0,1,1,9,4.7,6,0,0.2393537041475697,0.9926744802338083,-0.6109421485454241,-0.8707039001651286
2026-09-07,44,49,0,0,0,5,5.0,0,0,0.20045204994057464,0.9915628588978522,-0.731675326101672,-0.851529137733313
2026-09-08,68,108,0,0,0,14,4.2,1,2,0.40099694375353145,0.9903734586100199,-0.8328864336407702,-0.8311418823156941
2026-09-09,80,47,0,0,0,4,5.0,2,0,0.4674355152035755,0.9891064675666041,-0.9118750243150328,-0.8095711633407451
2026-09-10,39,80,0,0,0,11,4.9,3,1,0.12791579245418194,0.9877620862409194,-0.9665335775580417,-0.7868476953715918
2026-09-11,65,79,2,0,0,19,2.4,4,1,0.40373494198452503,0.9863405273515801,-0.995403730534013,-0.76300383437153
2026-09-12,38,107,1,1,0,12,4.5,5,2,0.08948655761560051,0.984842015828844,-0.9977151891962619,-0.7380735316323401
2026-09-13,56,46,0,1,0,8,4.7,6,0,0.24781566399063273,0.9832667887790207,-0.9734062807560032,-0.7120922854310274
2026-09-14,51,40,0,0,0,4,4.2,0,0,0.26449203451846,0.9816150954469565,-0.9231255991943119,-0.6850970904837836
2026-09-15,67,46,0,0,0,5,5.0,1,0,0.4549932251283338,0.9798871971765946,-0.8482146999127999,-0.6571263852691897
2026-09-16,69,77,0,0,0,7,4.5,2,1,0.38950793387251037,0.9780833673696256,-0.7506723052527283,-0.6282199972956443
2026-09-17,25,50,0,0,1,4,3.8,3,0,0.09718177285658083,0.9762038914422257,-0.6331009759268232,-0.5984190863909298
2026-09-18,71,59,0,0,0,8,4.2,4,0,0.3828986050331805,0.9742490667798979,-0.4986376712409906,-0.5677660860947088
